"","alg","init","init_fitness","eval","move","move_control","T","N","L","tmax"
"1312","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1313","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1314","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1315","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1316","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1317","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1318","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1319","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1320","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1321","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1322","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1323","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1324","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1325","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1326","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1327","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1328","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1329","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1330","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1331","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1332","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1333","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1334","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1335","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1336","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1337","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1338","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1339","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1340","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1341","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1342","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1343","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1344","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1345","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1346","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1347","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1348","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1349","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1350","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1351","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1352","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1353","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1354","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1355","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1356","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1357","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1358","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1359","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1360","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1361","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1362","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1363","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1364","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1365","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1366","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1367","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1368","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1369","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1370","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1371","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1372","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1373","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1374","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1375","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1376","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1377","tabu","optima",7029757.24835794,7029757.24835794,"simple","ident",NA,10,4,100
"1378","tabu","optima",7029757.24835794,7029757.24835794,"simple","ident",NA,10,10,100
"1379","tabu","optima",7029757.24835794,7029757.24835794,"simple","ident",NA,10,20,100
"1380","tabu","optima",7029757.24835794,7029757.24835794,"simple","ident",NA,10,50,100
