"","alg","init","init_fitness","eval","move","move_control","T","N","L","tmax"
"995","sann","optima",7029757.24835794,7029752.80501446,"twoopt","exp",8,NA,NA,100
"996","sann","optima",7029757.24835794,7029749.20368519,"twoopt","exp",10,NA,NA,100
"997","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",12,NA,NA,100
"998","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",14,NA,NA,100
"999","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",16,NA,NA,100
"1000","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",18,NA,NA,100
"1001","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",20,NA,NA,100
"1002","sann","optima",7029757.24835794,7029506.17512055,"twoopt","exp",2,NA,NA,100
"1003","sann","optima",7029757.24835794,7029752.84930769,"twoopt","exp",4,NA,NA,100
"1004","sann","optima",7029757.24835794,7029729.89562008,"twoopt","exp",6,NA,NA,100
"1005","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",8,NA,NA,100
"1006","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",10,NA,NA,100
"1007","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",12,NA,NA,100
"1008","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",14,NA,NA,100
"1009","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",16,NA,NA,100
"1010","sann","optima",7029757.24835794,7029721.85057401,"twoopt","exp",18,NA,NA,100
"1011","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",20,NA,NA,100
"1012","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",2,NA,NA,100
"1013","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",4,NA,NA,100
"1014","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",6,NA,NA,100
"1015","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",8,NA,NA,100
"1016","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",10,NA,NA,100
"1017","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",12,NA,NA,100
"1018","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",14,NA,NA,100
"1019","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",16,NA,NA,100
"1020","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",18,NA,NA,100
"1021","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",20,NA,NA,100
"1022","sann","optima",7029757.24835794,7029725.64571769,"twoopt","exp",2,NA,NA,100
"1023","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",4,NA,NA,100
"1024","sann","optima",7029757.24835794,7029750.20091877,"twoopt","exp",6,NA,NA,100
"1025","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",8,NA,NA,100
"1026","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",10,NA,NA,100
"1027","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",12,NA,NA,100
"1028","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",14,NA,NA,100
"1029","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",16,NA,NA,100
"1030","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",18,NA,NA,100
"1031","sann","optima",7029757.24835794,7029757.24835794,"twoopt","exp",20,NA,NA,100
"1032","tabu","optima",7029757.24835794,7029737.55053208,"twoopt","exp",NA,10,4,100
"1033","tabu","optima",7029757.24835794,7029736.38158312,"twoopt","exp",NA,10,10,100
"1034","tabu","optima",7029757.24835794,7029753.01253817,"twoopt","exp",NA,10,20,100
"1035","tabu","optima",7029757.24835794,7029749.0975325,"twoopt","exp",NA,10,50,100
"1036","hill","optima",7029757.24835794,7029757.24835794,"twoopt","ident",NA,NA,NA,100
"1037","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1038","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1039","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1040","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1041","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1042","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1043","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1044","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1045","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1046","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1047","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1048","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1049","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1050","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1051","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1052","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1053","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1054","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1055","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1056","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1057","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1058","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1059","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1060","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1061","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1062","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1063","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1064","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1065","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1066","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1067","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1068","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1069","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1070","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1071","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1072","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1073","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1074","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1075","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1076","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1077","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1078","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1079","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1080","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1081","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1082","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1083","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1084","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1085","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1086","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1087","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1088","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1089","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1090","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1091","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1092","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1093","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1094","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1095","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1096","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1097","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1098","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1099","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1100","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1101","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1102","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1103","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1104","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1105","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1106","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1107","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1108","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1109","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1110","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1111","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1112","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1113","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1114","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1115","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1116","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1117","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1118","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1119","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1120","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1121","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1122","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1123","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1124","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1125","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1126","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1127","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1128","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1129","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1130","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1131","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1132","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1133","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1134","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1135","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1136","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1137","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",2,NA,NA,100
"1138","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",4,NA,NA,100
"1139","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",6,NA,NA,100
"1140","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",8,NA,NA,100
"1141","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",10,NA,NA,100
"1142","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",12,NA,NA,100
"1143","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",14,NA,NA,100
"1144","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",16,NA,NA,100
"1145","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",18,NA,NA,100
"1146","sann","optima",7029757.24835794,7029757.24835794,"twoopt","ident",20,NA,NA,100
"1147","tabu","optima",7029757.24835794,7029757.24835794,"twoopt","ident",NA,10,4,100
"1148","tabu","optima",7029757.24835794,7029757.24835794,"twoopt","ident",NA,10,10,100
"1149","tabu","optima",7029757.24835794,7029757.24835794,"twoopt","ident",NA,10,20,100
"1150","tabu","optima",7029757.24835794,7029757.24835794,"twoopt","ident",NA,10,50,100
"1151","hill","optima",7029757.24835794,7029757.24835794,"simple","exp",NA,NA,NA,100
"1152","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1153","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1154","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1155","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1156","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1157","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1158","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1159","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1160","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1161","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1162","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1163","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1164","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1165","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1166","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1167","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1168","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1169","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1170","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1171","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1172","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1173","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1174","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1175","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1176","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1177","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1178","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1179","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1180","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1181","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1182","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1183","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1184","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1185","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1186","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1187","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1188","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1189","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1190","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1191","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1192","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1193","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1194","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1195","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1196","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1197","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1198","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1199","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1200","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1201","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1202","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1203","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1204","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1205","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1206","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1207","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1208","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1209","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1210","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1211","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1212","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1213","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1214","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1215","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1216","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1217","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1218","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1219","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1220","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1221","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1222","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1223","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1224","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1225","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1226","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1227","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1228","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1229","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1230","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1231","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1232","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1233","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1234","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1235","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1236","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1237","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1238","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1239","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1240","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1241","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1242","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1243","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1244","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1245","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1246","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1247","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1248","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1249","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1250","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1251","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1252","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",2,NA,NA,100
"1253","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",4,NA,NA,100
"1254","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",6,NA,NA,100
"1255","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",8,NA,NA,100
"1256","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",10,NA,NA,100
"1257","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",12,NA,NA,100
"1258","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",14,NA,NA,100
"1259","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",16,NA,NA,100
"1260","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",18,NA,NA,100
"1261","sann","optima",7029757.24835794,7029757.24835794,"simple","exp",20,NA,NA,100
"1262","tabu","optima",7029757.24835794,7029757.24835794,"simple","exp",NA,10,4,100
"1263","tabu","optima",7029757.24835794,7029757.24835794,"simple","exp",NA,10,10,100
"1264","tabu","optima",7029757.24835794,7029757.24835794,"simple","exp",NA,10,20,100
"1265","tabu","optima",7029757.24835794,7029757.24835794,"simple","exp",NA,10,50,100
"1266","hill","optima",7029757.24835794,7029757.24835794,"simple","ident",NA,NA,NA,100
"1267","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1268","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1269","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1270","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1271","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1272","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1273","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1274","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1275","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1276","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1277","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1278","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1279","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1280","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1281","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1282","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1283","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1284","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1285","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1286","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1287","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1288","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1289","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1290","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1291","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1292","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1293","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1294","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1295","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1296","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1297","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1298","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1299","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1300","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1301","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
"1302","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",12,NA,NA,100
"1303","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",14,NA,NA,100
"1304","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",16,NA,NA,100
"1305","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",18,NA,NA,100
"1306","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",20,NA,NA,100
"1307","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",2,NA,NA,100
"1308","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",4,NA,NA,100
"1309","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",6,NA,NA,100
"1310","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",8,NA,NA,100
"1311","sann","optima",7029757.24835794,7029757.24835794,"simple","ident",10,NA,NA,100
