"","it","alg","init_fitness","eval","move","move_control","T","N","L","alpha","tmax"
"264",263000,"sann",6899692.17844398,6899692.17844398,"twoopt","dist_exp",1,NA,NA,0.95,100
"265",264000,"sann",6899692.17844398,6899692.17844398,"twoopt","dist_exp",12,NA,NA,0.95,100
"266",265000,"tabu",6899692.17844398,6899685.26215901,"neighbor","dist_exp",NA,10,50,NA,100
"267",266000,"hill",6899685.26215901,6899625.56242407,"neighbor","dist_iden",NA,NA,NA,NA,100
"268",267000,"sann",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"269",268000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,NA,NA,NA,100
"270",269000,"sann",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"271",270000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_iden",NA,NA,NA,NA,100
"272",271000,"tabu",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,10,4,NA,100
"273",272000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,NA,NA,NA,100
"274",273000,"sann",6899625.56242407,6899625.56242407,"neighbor","dist_iden",14,NA,NA,0.66,100
"275",274000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,NA,NA,NA,100
"276",275000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",12,NA,NA,0.95,100
"277",276000,"hill",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,NA,NA,NA,100
"278",277000,"sann",6899625.56242407,6899625.56242407,"neighbor","dist_iden",1,NA,NA,0.95,100
"279",278000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",12,NA,NA,0.95,100
"280",279000,"tabu",6899625.56242407,6899625.56242407,"twoopt","dist_iden",NA,10,50,NA,100
"281",280000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",12,NA,NA,0.66,100
"282",281000,"tabu",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,10,50,NA,100
"283",282000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",1,NA,NA,0.99,100
"284",283000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_iden",NA,NA,NA,NA,100
"285",284000,"hill",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,NA,NA,NA,100
"286",285000,"tabu",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"287",286000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",1,NA,NA,0.99,100
"288",287000,"hill",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"289",288000,"sann",6899625.56242407,6899625.56242407,"neighbor","dist_iden",1,NA,NA,0.66,100
"290",289000,"tabu",6899625.56242407,6899625.56242407,"neighbor","dist_iden",NA,10,4,NA,100
"291",290000,"sann",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",16,NA,NA,0.66,100
"292",291000,"sann",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"293",292000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",12,NA,NA,0.95,100
"294",293000,"tabu",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,10,4,NA,100
"295",294000,"hill",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"296",295000,"tabu",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,10,4,NA,100
"297",296000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_iden",NA,NA,NA,NA,100
"298",297000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_iden",NA,NA,NA,NA,100
"299",298000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_iden",1,NA,NA,0.99,100
"300",299000,"hill",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"301",3e+05,"tabu",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,10,10,NA,100
"302",301000,"hill",6899625.56242407,6899625.56242407,"neighbor","dist_iden",NA,NA,NA,NA,100
"303",302000,"tabu",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"304",303000,"sann",6899625.56242407,6899625.56242407,"twoopt","dist_exp",1,NA,NA,0.66,100
"305",304000,"hill",6899625.56242407,6899625.56242407,"twoopt","dist_exp",NA,NA,NA,NA,100
"306",305000,"tabu",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"307",306000,"hill",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"308",307000,"tabu",6899625.56242407,6899625.56242407,"neighbor","dist_exp",NA,10,10,NA,100
"309",308000,"tabu",6899625.56242407,6899625.56242407,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"310",309000,"hill",6899625.56242407,6899614.17919002,"neighbor","dist_exp",NA,NA,NA,NA,100
"311",310000,"tabu",6899614.17919002,6899614.17919002,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"312",311000,"hill",6899614.17919002,6899614.17919002,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"313",312000,"sann",6899614.17919002,6899614.17919002,"reduce_max_dist","dist_iden",1,NA,NA,0.75,100
"314",313000,"tabu",6899614.17919002,6899591.27265019,"neighbor","dist_iden",NA,10,4,NA,100
"315",314000,"tabu",6899591.27265019,6899591.27265019,"twoopt","dist_iden",NA,10,50,NA,100
"316",315000,"sann",6899591.27265019,6899591.27265019,"neighbor","dist_exp",12,NA,NA,0.95,100
"317",316000,"hill",6899591.27265019,6899591.27265019,"neighbor","dist_iden",NA,NA,NA,NA,100
"318",317000,"sann",6899591.27265019,6899591.27265019,"neighbor","dist_iden",12,NA,NA,0.95,100
"319",318000,"hill",6899591.27265019,6899591.27265019,"neighbor","dist_exp",NA,NA,NA,NA,100
"320",319000,"tabu",6899591.27265019,6899591.27265019,"twoopt","dist_exp",NA,10,10,NA,100
"321",320000,"tabu",6899591.27265019,6899591.27265019,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"322",321000,"tabu",6899591.27265019,6899591.27265019,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"323",322000,"hill",6899591.27265019,6899591.27265019,"neighbor","dist_exp",NA,NA,NA,NA,100
"324",323000,"sann",6899591.27265019,6899591.27265019,"neighbor","dist_iden",1,NA,NA,0.95,100
"325",324000,"tabu",6899591.27265019,6899591.27265019,"twoopt","dist_iden",NA,10,4,NA,100
"326",325000,"tabu",6899591.27265019,6899591.27265019,"twoopt","dist_iden",NA,10,4,NA,100
"327",326000,"hill",6899591.27265019,6899591.27265019,"twoopt","dist_exp",NA,NA,NA,NA,100
"328",327000,"hill",6899591.27265019,6899563.96172797,"neighbor","dist_exp",NA,NA,NA,NA,100
"329",328000,"tabu",6899563.96172797,6899563.96172797,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"330",329000,"tabu",6899563.96172797,6899563.96172797,"twoopt","dist_exp",NA,10,50,NA,100
"331",330000,"sann",6899563.96172797,6899563.96172797,"neighbor","dist_exp",10,NA,NA,0.66,100
"332",331000,"sann",6899563.96172797,6899563.96172797,"neighbor","dist_iden",14,NA,NA,0.95,100
"333",332000,"tabu",6899563.96172797,6899548.31631693,"neighbor","dist_exp",NA,10,10,NA,100
"334",333000,"sann",6899548.31631693,6899548.31631693,"twoopt","dist_exp",1,NA,NA,0.95,100
"335",334000,"tabu",6899548.31631693,6899548.31631693,"twoopt","dist_iden",NA,10,4,NA,100
"336",335000,"tabu",6899548.31631693,6899548.31631693,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"337",336000,"sann",6899548.31631693,6899548.31631693,"twoopt","dist_iden",1,NA,NA,0.99,100
"338",337000,"sann",6899548.31631693,6899548.31631693,"neighbor","dist_iden",18,NA,NA,0.95,100
"339",338000,"sann",6899548.31631693,6899548.31631693,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"340",339000,"tabu",6899548.31631693,6899548.31631693,"twoopt","dist_exp",NA,10,10,NA,100
"341",340000,"tabu",6899548.31631693,6899548.31631693,"reduce_max_dist","dist_iden",NA,10,50,NA,100
"342",341000,"tabu",6899548.31631693,6899548.31631693,"neighbor","dist_iden",NA,10,10,NA,100
"343",342000,"hill",6899548.31631693,6899502.95522449,"neighbor","dist_iden",NA,NA,NA,NA,100
"344",343000,"tabu",6899502.95522448,6899502.95522448,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"345",344000,"sann",6899502.95522448,6899502.95522448,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"346",345000,"tabu",6899502.95522448,6899502.95522448,"twoopt","dist_exp",NA,10,10,NA,100
"347",346000,"hill",6899502.95522448,6899502.95522448,"twoopt","dist_exp",NA,NA,NA,NA,100
"348",347000,"tabu",6899502.95522448,6899502.47836574,"neighbor","dist_exp",NA,10,10,NA,100
"349",348000,"sann",6899502.47836575,6899502.47836575,"neighbor","dist_iden",1,NA,NA,0.95,100
"350",349000,"hill",6899502.47836575,6899445.04557713,"neighbor","dist_exp",NA,NA,NA,NA,100
"351",350000,"tabu",6899445.04557713,6899422.75603499,"neighbor","dist_iden",NA,10,50,NA,100
"352",351000,"hill",6899422.75603499,6899422.75603499,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"353",352000,"hill",6899422.75603499,6899418.66865497,"neighbor","dist_exp",NA,NA,NA,NA,100
"354",353000,"hill",6899418.66865497,6899418.66865497,"twoopt","dist_exp",NA,NA,NA,NA,100
"355",354000,"sann",6899418.66865497,6899418.66865497,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"356",355000,"hill",6899418.66865497,6899391.09690996,"neighbor","dist_exp",NA,NA,NA,NA,100
"357",356000,"sann",6899391.09690996,6899391.09690996,"reduce_max_dist","dist_iden",2,NA,NA,0.95,100
"358",357000,"tabu",6899391.09690996,6899391.09690996,"twoopt","dist_iden",NA,10,10,NA,100
"359",358000,"hill",6899391.09690996,6899391.09690996,"twoopt","dist_iden",NA,NA,NA,NA,100
"360",359000,"tabu",6899391.09690996,6899370.55597609,"neighbor","dist_exp",NA,10,4,NA,100
"361",360000,"sann",6899370.55597609,6899370.55597609,"neighbor","dist_exp",1,NA,NA,0.95,100
"362",361000,"hill",6899370.55597609,6899370.55597609,"neighbor","dist_iden",NA,NA,NA,NA,100
"363",362000,"sann",6899370.55597609,6899370.55597609,"neighbor","dist_exp",1,NA,NA,0.95,100
"364",363000,"tabu",6899370.55597609,6899370.55597609,"twoopt","dist_iden",NA,10,10,NA,100
"365",364000,"sann",6899370.55597609,6899370.55597609,"neighbor","dist_exp",16,NA,NA,0.99,100
"366",365000,"hill",6899370.55597609,6899370.55597609,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"367",366000,"tabu",6899370.55597609,6899370.55597609,"neighbor","dist_exp",NA,10,10,NA,100
"368",367000,"hill",6899370.55597609,6899370.55597609,"twoopt","dist_iden",NA,NA,NA,NA,100
"369",368000,"sann",6899370.55597609,6899370.55597609,"twoopt","dist_exp",12,NA,NA,0.95,100
"370",369000,"sann",6899370.55597609,6899370.55597609,"neighbor","dist_iden",1,NA,NA,0.95,100
"371",370000,"tabu",6899370.55597609,6899370.55597609,"twoopt","dist_exp",NA,10,50,NA,100
"372",371000,"hill",6899370.55597609,6899238.59611284,"twoopt","dist_exp",NA,NA,NA,NA,100
"373",372000,"tabu",6899238.59611284,6899238.59611284,"neighbor","dist_iden",NA,10,4,NA,100
"374",373000,"sann",6899238.59611284,6899238.59611284,"twoopt","dist_iden",12,NA,NA,0.95,100
"375",374000,"hill",6899238.59611284,6899238.59611284,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"376",375000,"hill",6899238.59611284,6899238.59611284,"neighbor","dist_iden",NA,NA,NA,NA,100
"377",376000,"hill",6899238.59611284,6899238.59611284,"neighbor","dist_iden",NA,NA,NA,NA,100
"378",377000,"hill",6899238.59611284,6899238.59611284,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"379",378000,"hill",6899238.59611284,6899238.59611284,"twoopt","dist_exp",NA,NA,NA,NA,100
"380",379000,"hill",6899238.59611284,6899238.59611284,"neighbor","dist_exp",NA,NA,NA,NA,100
"381",380000,"tabu",6899238.59611284,6899238.59611284,"reduce_max_dist","dist_exp",NA,10,4,NA,100
"382",381000,"sann",6899238.59611284,6899238.59611284,"reduce_max_dist","dist_iden",12,NA,NA,0.95,100
"383",382000,"hill",6899238.59611284,6899225.72287657,"twoopt","dist_exp",NA,NA,NA,NA,100
"384",383000,"sann",6899225.72287657,6899225.72287657,"neighbor","dist_exp",12,NA,NA,0.95,100
"385",384000,"tabu",6899225.72287657,6899225.72287657,"twoopt","dist_exp",NA,10,10,NA,100
"386",385000,"sann",6899225.72287657,6899198.29111428,"neighbor","dist_iden",1,NA,NA,0.66,100
"387",386000,"tabu",6899198.29111428,6899198.29111428,"twoopt","dist_iden",NA,10,10,NA,100
"388",387000,"sann",6899198.29111428,6899198.29111428,"neighbor","dist_iden",12,NA,NA,0.95,100
"389",388000,"tabu",6899198.29111428,6899198.29111428,"twoopt","dist_iden",NA,10,10,NA,100
"390",389000,"hill",6899198.29111428,6899198.29111428,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"391",390000,"tabu",6899198.29111428,6899198.29111428,"neighbor","dist_exp",NA,10,50,NA,100
"392",391000,"sann",6899198.29111428,6899198.29111428,"twoopt","dist_iden",1,NA,NA,0.95,100
"393",392000,"sann",6899198.29111428,6899198.29111428,"twoopt","dist_iden",12,NA,NA,0.66,100
"394",393000,"sann",6899198.29111428,6899198.29111428,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"395",394000,"sann",6899198.29111428,6899198.29111428,"twoopt","dist_iden",1,NA,NA,0.66,100
"396",395000,"sann",6899198.29111428,6899198.29111428,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"397",396000,"hill",6899198.29111428,6899198.29111428,"neighbor","dist_iden",NA,NA,NA,NA,100
"398",397000,"sann",6899198.29111428,6899198.29111428,"neighbor","dist_exp",12,NA,NA,0.95,100
"399",398000,"hill",6899198.29111428,6899198.18865555,"neighbor","dist_iden",NA,NA,NA,NA,100
"400",399000,"sann",6899198.18865555,6899198.18865555,"twoopt","dist_iden",8,NA,NA,0.95,100
"401",4e+05,"hill",6899198.18865555,6899176.88876722,"neighbor","dist_exp",NA,NA,NA,NA,100
"402",401000,"tabu",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"403",402000,"hill",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"404",403000,"hill",6899176.88876722,6899176.88876722,"twoopt","dist_iden",NA,NA,NA,NA,100
"405",404000,"sann",6899176.88876722,6899176.88876722,"twoopt","dist_iden",1,NA,NA,0.99,100
"406",405000,"hill",6899176.88876722,6899176.88876722,"neighbor","dist_iden",NA,NA,NA,NA,100
"407",406000,"hill",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"408",407000,"tabu",6899176.88876722,6899176.88876722,"twoopt","dist_iden",NA,10,4,NA,100
"409",408000,"hill",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"410",409000,"hill",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"411",410000,"sann",6899176.88876722,6899176.88876722,"twoopt","dist_exp",1,NA,NA,0.66,100
"412",411000,"sann",6899176.88876722,6899176.88876722,"neighbor","dist_exp",1,NA,NA,0.66,100
"413",412000,"hill",6899176.88876722,6899176.88876722,"twoopt","dist_iden",NA,NA,NA,NA,100
"414",413000,"tabu",6899176.88876722,6899176.88876722,"twoopt","dist_exp",NA,10,50,NA,100
"415",414000,"hill",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"416",415000,"tabu",6899176.88876722,6899176.88876722,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"417",416000,"sann",6899176.88876722,6899176.88876722,"neighbor","dist_iden",1,NA,NA,0.66,100
"418",417000,"hill",6899176.88876722,6899174.22258407,"neighbor","dist_exp",NA,NA,NA,NA,100
"419",418000,"tabu",6899174.22258407,6899174.22258407,"twoopt","dist_iden",NA,10,50,NA,100
"420",419000,"hill",6899174.22258407,6899174.22258407,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"421",420000,"sann",6899174.22258407,6899174.22258407,"neighbor","dist_exp",12,NA,NA,0.95,100
"422",421000,"hill",6899174.22258407,6899158.46543538,"neighbor","dist_exp",NA,NA,NA,NA,100
"423",422000,"sann",6899158.46543538,6899158.46543538,"twoopt","dist_iden",1,NA,NA,0.66,100
"424",423000,"tabu",6899158.46543538,6899158.46543538,"neighbor","dist_iden",NA,10,4,NA,100
"425",424000,"hill",6899158.46543538,6899158.46543538,"twoopt","dist_exp",NA,NA,NA,NA,100
"426",425000,"hill",6899158.46543538,6899158.46543538,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"427",426000,"hill",6899158.46543538,6899158.46543538,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"428",427000,"hill",6899158.46543538,6899158.46543538,"neighbor","dist_iden",NA,NA,NA,NA,100
"429",428000,"hill",6899158.46543538,6899152.76990674,"twoopt","dist_exp",NA,NA,NA,NA,100
"430",429000,"tabu",6899152.76990673,6899152.76990673,"twoopt","dist_exp",NA,10,10,NA,100
"431",430000,"tabu",6899152.76990673,6899152.76990673,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"432",431000,"hill",6899152.76990673,6899152.76990673,"neighbor","dist_iden",NA,NA,NA,NA,100
"433",432000,"sann",6899152.76990673,6899152.76990673,"neighbor","dist_iden",1,NA,NA,0.66,100
"434",433000,"tabu",6899152.76990673,6899144.07016256,"neighbor","dist_iden",NA,10,10,NA,100
"435",434000,"hill",6899144.07016256,6899117.56960507,"neighbor","dist_exp",NA,NA,NA,NA,100
"436",435000,"sann",6899117.56960507,6899117.56960507,"twoopt","dist_iden",12,NA,NA,0.95,100
"437",436000,"sann",6899117.56960507,6899117.56960507,"twoopt","dist_iden",1,NA,NA,0.66,100
"438",437000,"tabu",6899117.56960507,6899071.53061978,"neighbor","dist_exp",NA,10,50,NA,100
"439",438000,"tabu",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",NA,10,10,NA,100
"440",439000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_exp",12,NA,NA,0.95,100
"441",440000,"sann",6899071.53061978,6899071.53061978,"neighbor","dist_iden",1,NA,NA,0.66,100
"442",441000,"tabu",6899071.53061978,6899071.53061978,"neighbor","dist_exp",NA,10,4,NA,100
"443",442000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"444",443000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"445",444000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_exp",4,NA,NA,0.66,100
"446",445000,"hill",6899071.53061978,6899071.53061978,"twoopt","dist_iden",NA,NA,NA,NA,100
"447",446000,"sann",6899071.53061978,6899071.53061978,"twoopt","dist_iden",1,NA,NA,0.95,100
"448",447000,"hill",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"449",448000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"450",449000,"tabu",6899071.53061978,6899071.53061978,"twoopt","dist_iden",NA,10,4,NA,100
"451",450000,"sann",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",1,NA,NA,0.66,100
"452",451000,"hill",6899071.53061978,6899071.53061978,"reduce_max_dist","dist_iden",NA,NA,NA,NA,100
"453",452000,"hill",6899071.53061978,6899067.93520713,"neighbor","dist_exp",NA,NA,NA,NA,100
"454",453000,"hill",6899067.93520713,6899067.93520713,"twoopt","dist_exp",NA,NA,NA,NA,100
"455",454000,"tabu",6899067.93520713,6899067.93520713,"reduce_max_dist","dist_exp",NA,10,10,NA,100
"456",455000,"tabu",6899067.93520713,6899063.97711537,"neighbor","dist_iden",NA,10,10,NA,100
"457",456000,"sann",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_iden",12,NA,NA,0.66,100
"458",457000,"tabu",6899063.97711537,6899063.97711537,"twoopt","dist_iden",NA,10,10,NA,100
"459",458000,"sann",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_iden",6,NA,NA,0.95,100
"460",459000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_iden",1,NA,NA,0.95,100
"461",460000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_exp",12,NA,NA,0.95,100
"462",461000,"hill",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"463",462000,"tabu",6899063.97711537,6899063.97711537,"neighbor","dist_exp",NA,10,50,NA,100
"464",463000,"hill",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_exp",NA,NA,NA,NA,100
"465",464000,"hill",6899063.97711537,6899063.97711537,"twoopt","dist_exp",NA,NA,NA,NA,100
"466",465000,"sann",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_iden",1,NA,NA,0.95,100
"467",466000,"hill",6899063.97711537,6899063.97711537,"twoopt","dist_iden",NA,NA,NA,NA,100
"468",467000,"sann",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_exp",1,NA,NA,0.95,100
"469",468000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_iden",12,NA,NA,0.95,100
"470",469000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_exp",20,NA,NA,0.66,100
"471",470000,"hill",6899063.97711537,6899063.97711537,"twoopt","dist_exp",NA,NA,NA,NA,100
"472",471000,"tabu",6899063.97711537,6899063.97711537,"twoopt","dist_exp",NA,10,10,NA,100
"473",472000,"tabu",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_iden",NA,10,4,NA,100
"474",473000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_exp",1,NA,NA,0.99,100
"475",474000,"sann",6899063.97711537,6899063.97711537,"twoopt","dist_iden",1,NA,NA,0.95,100
"476",475000,"hill",6899063.97711537,6899063.97711537,"twoopt","dist_exp",NA,NA,NA,NA,100
"477",476000,"sann",6899063.97711537,6899063.97711537,"neighbor","dist_iden",12,NA,NA,0.66,100
"478",477000,"sann",6899063.97711537,6899063.97711537,"reduce_max_dist","dist_exp",1,NA,NA,0.66,100
"479",478000,"hill",6899063.97711537,6899063.69033783,"neighbor","dist_exp",NA,NA,NA,NA,100
